"estado";"candidato";"votos";"cargo";"ano";"turno";"partido";"candidato_name"
"Mato Grosso";"Fernando Henrique Cardoso PSDB (PFL-PPB-PTB-PSD)";663773;"Presidente";1998;"Turno 1";"PSDB";"Fernando Henrique Cardoso"
"Goiás";"Fernando Henrique Cardoso PSDB (PFL-PPB-PTB-PSD)";1247510;"Presidente";1998;"Turno 1";"PSDB";"Fernando Henrique Cardoso"
"Distrito Federal";"Fernando Henrique Cardoso PSDB (PFL-PPB-PTB-PSD)";391201;"Presidente";1998;"Turno 1";"PSDB";"Fernando Henrique Cardoso"
"Rondônia";"Luiz Inácio Lula da Silva PT (PDT-PSB-PCdoB)";103927;"Presidente";1998;"Turno 1";"PT";"Luiz Inácio"
"Acre";"Luiz Inácio Lula da Silva PT (PDT-PSB-PCdoB)";59690;"Presidente";1998;"Turno 1";"PT";"Luiz Inácio"
"Amazonas";"Luiz Inácio Lula da Silva PT (PDT-PSB-PCdoB)";211507;"Presidente";1998;"Turno 1";"PT";"Luiz Inácio"
"Roraima";"Luiz Inácio Lula da Silva PT (PDT-PSB-PCdoB)";20601;"Presidente";1998;"Turno 1";"PT";"Luiz Inácio"
"Pará";"Luiz Inácio Lula da Silva PT (PDT-PSB-PCdoB)";530722;"Presidente";1998;"Turno 1";"PT";"Luiz Inácio"
"Amapá";"Luiz Inácio Lula da Silva PT (PDT-PSB-PCdoB)";62394;"Presidente";1998;"Turno 1";"PT";"Luiz Inácio"
"Tocantins";"Luiz Inácio Lula da Silva PT (PDT-PSB-PCdoB)";66607;"Presidente";1998;"Turno 1";"PT";"Luiz Inácio"
"Maranhão";"Luiz Inácio Lula da Silva PT (PDT-PSB-PCdoB)";444912;"Presidente";1998;"Turno 1";"PT";"Luiz Inácio"
"Piauí";"Luiz Inácio Lula da Silva PT (PDT-PSB-PCdoB)";270465;"Presidente";1998;"Turno 1";"PT";"Luiz Inácio"
"Ceará";"Luiz Inácio Lula da Silva PT (PDT-PSB-PCdoB)";872290;"Presidente";1998;"Turno 1";"PT";"Luiz Inácio"
"R. G. do Norte";"Luiz Inácio Lula da Silva PT (PDT-PSB-PCdoB)";267883;"Presidente";1998;"Turno 1";"PT";"Luiz Inácio"
"Paraíba";"Luiz Inácio Lula da Silva PT (PDT-PSB-PCdoB)";402293;"Presidente";1998;"Turno 1";"PT";"Luiz Inácio"
"Pernambuco";"Luiz Inácio Lula da Silva PT (PDT-PSB-PCdoB)";890971;"Presidente";1998;"Turno 1";"PT";"Luiz Inácio"
"Alagoas";"Luiz Inácio Lula da Silva PT (PDT-PSB-PCdoB)";161584;"Presidente";1998;"Turno 1";"PT";"Luiz Inácio"
"Sergipe";"Luiz Inácio Lula da Silva PT (PDT-PSB-PCdoB)";221565;"Presidente";1998;"Turno 1";"PT";"Luiz Inácio"
"Bahia";"Luiz Inácio Lula da Silva PT (PDT-PSB-PCdoB)";1372797;"Presidente";1998;"Turno 1";"PT";"Luiz Inácio"
"Minas Gerais";"Luiz Inácio Lula da Silva PT (PDT-PSB-PCdoB)";2129100;"Presidente";1998;"Turno 1";"PT";"Luiz Inácio"
"Espírito Santo";"Luiz Inácio Lula da Silva PT (PDT-PSB-PCdoB)";263636;"Presidente";1998;"Turno 1";"PT";"Luiz Inácio"
"Rio de Janeiro";"Luiz Inácio Lula da Silva PT (PDT-PSB-PCdoB)";2851274;"Presidente";1998;"Turno 1";"PT";"Luiz Inácio"
"São Paulo";"Luiz Inácio Lula da Silva PT (PDT-PSB-PCdoB)";4688677;"Presidente";1998;"Turno 1";"PT";"Luiz Inácio"
"Paraná";"Luiz Inácio Lula da Silva PT (PDT-PSB-PCdoB)";1168853;"Presidente";1998;"Turno 1";"PT";"Luiz Inácio"
"Santa Catarina";"Luiz Inácio Lula da Silva PT (PDT-PSB-PCdoB)";929698;"Presidente";1998;"Turno 1";"PT";"Luiz Inácio"
"R. G. do Sul";"Luiz Inácio Lula da Silva PT (PDT-PSB-PCdoB)";2460551;"Presidente";1998;"Turno 1";"PT";"Luiz Inácio"
"M. G. do Sul";"Luiz Inácio Lula da Silva PT (PDT-PSB-PCdoB)";210120;"Presidente";1998;"Turno 1";"PT";"Luiz Inácio"
"Mato Grosso";"Luiz Inácio Lula da Silva PT (PDT-PSB-PCdoB)";149462;"Presidente";1998;"Turno 1";"PT";"Luiz Inácio"
"Goiás";"Luiz Inácio Lula da Silva PT (PDT-PSB-PCdoB)";371175;"Presidente";1998;"Turno 1";"PT";"Luiz Inácio"
"Distrito Federal";"Luiz Inácio Lula da Silva PT (PDT-PSB-PCdoB)";287579;"Presidente";1998;"Turno 1";"PT";"Luiz Inácio"
"Rondônia";"Ciro Gomes PPS";39398;"Presidente";1998;"Turno 1";"PPS";"Ciro Gomes"
"Acre";"Ciro Gomes PPS";26909;"Presidente";1998;"Turno 1";"PPS";"Ciro Gomes"
"Amazonas";"Ciro Gomes PPS";128811;"Presidente";1998;"Turno 1";"PPS";"Ciro Gomes"
"Roraima";"Ciro Gomes PPS";20138;"Presidente";1998;"Turno 1";"PPS";"Ciro Gomes"
"Pará";"Ciro Gomes PPS";165670;"Presidente";1998;"Turno 1";"PPS";"Ciro Gomes"
"Amapá";"Ciro Gomes PPS";25349;"Presidente";1998;"Turno 1";"PPS";"Ciro Gomes"
"Tocantins";"Ciro Gomes PPS";47566;"Presidente";1998;"Turno 1";"PPS";"Ciro Gomes"
"Maranhão";"Ciro Gomes PPS";246268;"Presidente";1998;"Turno 1";"PPS";"Ciro Gomes"
"Piauí";"Ciro Gomes PPS";185997;"Presidente";1998;"Turno 1";"PPS";"Ciro Gomes"
"Ceará";"Ciro Gomes PPS";909402;"Presidente";1998;"Turno 1";"PPS";"Ciro Gomes"
"R. G. do Norte";"Ciro Gomes PPS";193496;"Presidente";1998;"Turno 1";"PPS";"Ciro Gomes"
"Paraíba";"Ciro Gomes PPS";191878;"Presidente";1998;"Turno 1";"PPS";"Ciro Gomes"
"Pernambuco";"Ciro Gomes PPS";212168;"Presidente";1998;"Turno 1";"PPS";"Ciro Gomes"
"Alagoas";"Ciro Gomes PPS";146729;"Presidente";1998;"Turno 1";"PPS";"Ciro Gomes"
"Sergipe";"Ciro Gomes PPS";71233;"Presidente";1998;"Turno 1";"PPS";"Ciro Gomes"
"Bahia";"Ciro Gomes PPS";327923;"Presidente";1998;"Turno 1";"PPS";"Ciro Gomes"
"Minas Gerais";"Ciro Gomes PPS";883377;"Presidente";1998;"Turno 1";"PPS";"Ciro Gomes"
"Espírito Santo";"Ciro Gomes PPS";134675;"Presidente";1998;"Turno 1";"PPS";"Ciro Gomes"
"Rio de Janeiro";"Ciro Gomes PPS";708279;"Presidente";1998;"Turno 1";"PPS";"Ciro Gomes"
"São Paulo";"Ciro Gomes PPS";1208718;"Presidente";1998;"Turno 1";"PPS";"Ciro Gomes"
"Paraná";"Ciro Gomes PPS";400966;"Presidente";1998;"Turno 1";"PPS";"Ciro Gomes"
"Santa Catarina";"Ciro Gomes PPS";252659;"Presidente";1998;"Turno 1";"PPS";"Ciro Gomes"
"R. G. do Sul";"Ciro Gomes PPS";277866;"Presidente";1998;"Turno 1";"PPS";"Ciro Gomes"
"M. G. do Sul";"Ciro Gomes PPS";89951;"Presidente";1998;"Turno 1";"PPS";"Ciro Gomes"
"Mato Grosso";"Ciro Gomes PPS";67668;"Presidente";1998;"Turno 1";"PPS";"Ciro Gomes"
"Goiás";"Ciro Gomes PPS";195851;"Presidente";1998;"Turno 1";"PPS";"Ciro Gomes"
"Distrito Federal";"Ciro Gomes PPS";265838;"Presidente";1998;"Turno 1";"PPS";"Ciro Gomes"
"Rondônia";"Enéas Carneiro PRONA";7218;"Presidente";1998;"Turno 1";"PRONA";"Enéas Carneiro"
"Acre";"Enéas Carneiro PRONA";10362;"Presidente";1998;"Turno 1";"PRONA";"Enéas Carneiro"
"Amazonas";"Enéas Carneiro PRONA";16093;"Presidente";1998;"Turno 1";"PRONA";"Enéas Carneiro"
"Roraima";"Enéas Carneiro PRONA";2353;"Presidente";1998;"Turno 1";"PRONA";"Enéas Carneiro"
"Pará";"Enéas Carneiro PRONA";30538;"Presidente";1998;"Turno 1";"PRONA";"Enéas Carneiro"
"Amapá";"Enéas Carneiro PRONA";3237;"Presidente";1998;"Turno 1";"PRONA";"Enéas Carneiro"
"Tocantins";"Enéas Carneiro PRONA";7131;"Presidente";1998;"Turno 1";"PRONA";"Enéas Carneiro"
"Maranhão";"Enéas Carneiro PRONA";24910;"Presidente";1998;"Turno 1";"PRONA";"Enéas Carneiro"
"Piauí";"Enéas Carneiro PRONA";12497;"Presidente";1998;"Turno 1";"PRONA";"Enéas Carneiro"
"Ceará";"Enéas Carneiro PRONA";12294;"Presidente";1998;"Turno 1";"PRONA";"Enéas Carneiro"
"R. G. do Norte";"Enéas Carneiro PRONA";14427;"Presidente";1998;"Turno 1";"PRONA";"Enéas Carneiro"
"Paraíba";"Enéas Carneiro PRONA";15889;"Presidente";1998;"Turno 1";"PRONA";"Enéas Carneiro"
"Pernambuco";"Enéas Carneiro PRONA";32393;"Presidente";1998;"Turno 1";"PRONA";"Enéas Carneiro"
"Alagoas";"Enéas Carneiro PRONA";6664;"Presidente";1998;"Turno 1";"PRONA";"Enéas Carneiro"
"Sergipe";"Enéas Carneiro PRONA";11503;"Presidente";1998;"Turno 1";"PRONA";"Enéas Carneiro"
"Bahia";"Enéas Carneiro PRONA";90575;"Presidente";1998;"Turno 1";"PRONA";"Enéas Carneiro"
"Minas Gerais";"Enéas Carneiro PRONA";156826;"Presidente";1998;"Turno 1";"PRONA";"Enéas Carneiro"
"Espírito Santo";"Enéas Carneiro PRONA";18836;"Presidente";1998;"Turno 1";"PRONA";"Enéas Carneiro"
"Rio de Janeiro";"Enéas Carneiro PRONA";233921;"Presidente";1998;"Turno 1";"PRONA";"Enéas Carneiro"
"São Paulo";"Enéas Carneiro PRONA";389592;"Presidente";1998;"Turno 1";"PRONA";"Enéas Carneiro"
"Paraná";"Enéas Carneiro PRONA";61334;"Presidente";1998;"Turno 1";"PRONA";"Enéas Carneiro"
"Santa Catarina";"Enéas Carneiro PRONA";55133;"Presidente";1998;"Turno 1";"PRONA";"Enéas Carneiro"
"R. G. do Sul";"Enéas Carneiro PRONA";161750;"Presidente";1998;"Turno 1";"PRONA";"Enéas Carneiro"
"M. G. do Sul";"Enéas Carneiro PRONA";11981;"Presidente";1998;"Turno 1";"PRONA";"Enéas Carneiro"
"Mato Grosso";"Enéas Carneiro PRONA";12012;"Presidente";1998;"Turno 1";"PRONA";"Enéas Carneiro"
"Goiás";"Enéas Carneiro PRONA";34222;"Presidente";1998;"Turno 1";"PRONA";"Enéas Carneiro"
"Distrito Federal";"Enéas Carneiro PRONA";13092;"Presidente";1998;"Turno 1";"PRONA";"Enéas Carneiro"
"Rondônia";"Ivan Frota PMN";1597;"Presidente";1998;"Turno 1";"PMN";"Ivan Frota"
"Acre";"Ivan Frota PMN";1461;"Presidente";1998;"Turno 1";"PMN";"Ivan Frota"
"Amazonas";"Ivan Frota PMN";3308;"Presidente";1998;"Turno 1";"PMN";"Ivan Frota"
"Roraima";"Ivan Frota PMN";119;"Presidente";1998;"Turno 1";"PMN";"Ivan Frota"
"Pará";"Ivan Frota PMN";10772;"Presidente";1998;"Turno 1";"PMN";"Ivan Frota"
"Amapá";"Ivan Frota PMN";129;"Presidente";1998;"Turno 1";"PMN";"Ivan Frota"
"Tocantins";"Ivan Frota PMN";2434;"Presidente";1998;"Turno 1";"PMN";"Ivan Frota"
"Maranhão";"Ivan Frota PMN";11295;"Presidente";1998;"Turno 1";"PMN";"Ivan Frota"
"Piauí";"Ivan Frota PMN";13034;"Presidente";1998;"Turno 1";"PMN";"Ivan Frota"
"Ceará";"Ivan Frota PMN";10852;"Presidente";1998;"Turno 1";"PMN";"Ivan Frota"
"R. G. do Norte";"Ivan Frota PMN";7962;"Presidente";1998;"Turno 1";"PMN";"Ivan Frota"
"Paraíba";"Ivan Frota PMN";7483;"Presidente";1998;"Turno 1";"PMN";"Ivan Frota"
"Pernambuco";"Ivan Frota PMN";18635;"Presidente";1998;"Turno 1";"PMN";"Ivan Frota"
"Alagoas";"Ivan Frota PMN";4064;"Presidente";1998;"Turno 1";"PMN";"Ivan Frota"
"Sergipe";"Ivan Frota PMN";6818;"Presidente";1998;"Turno 1";"PMN";"Ivan Frota"
"Bahia";"Ivan Frota PMN";19285;"Presidente";1998;"Turno 1";"PMN";"Ivan Frota"
"Minas Gerais";"Ivan Frota PMN";36302;"Presidente";1998;"Turno 1";"PMN";"Ivan Frota"
"Espírito Santo";"Ivan Frota PMN";6945;"Presidente";1998;"Turno 1";"PMN";"Ivan Frota"
"Rio de Janeiro";"Ivan Frota PMN";12596;"Presidente";1998;"Turno 1";"PMN";"Ivan Frota"
"São Paulo";"Ivan Frota PMN";25335;"Presidente";1998;"Turno 1";"PMN";"Ivan Frota"
"Paraná";"Ivan Frota PMN";11013;"Presidente";1998;"Turno 1";"PMN";"Ivan Frota"
"Santa Catarina";"Ivan Frota PMN";7159;"Presidente";1998;"Turno 1";"PMN";"Ivan Frota"
"R. G. do Sul";"Ivan Frota PMN";15796;"Presidente";1998;"Turno 1";"PMN";"Ivan Frota"
"M. G. do Sul";"Ivan Frota PMN";3193;"Presidente";1998;"Turno 1";"PMN";"Ivan Frota"
"Mato Grosso";"Ivan Frota PMN";3520;"Presidente";1998;"Turno 1";"PMN";"Ivan Frota"
"Goiás";"Ivan Frota PMN";8801;"Presidente";1998;"Turno 1";"PMN";"Ivan Frota"
"Distrito Federal";"Ivan Frota PMN";1368;"Presidente";1998;"Turno 1";"PMN";"Ivan Frota"
"Rondônia";"Alfredo Sirkis PV";1067;"Presidente";1998;"Turno 1";"PV";"Alfredo Sirkis PV"
"Acre";"Alfredo Sirkis PV";808;"Presidente";1998;"Turno 1";"PV";"Alfredo Sirkis PV"
"Amazonas";"Alfredo Sirkis PV";2506;"Presidente";1998;"Turno 1";"PV";"Alfredo Sirkis PV"
"Roraima";"Alfredo Sirkis PV";121;"Presidente";1998;"Turno 1";"PV";"Alfredo Sirkis PV"
"Pará";"Alfredo Sirkis PV";6473;"Presidente";1998;"Turno 1";"PV";"Alfredo Sirkis PV"
"Amapá";"Alfredo Sirkis PV";324;"Presidente";1998;"Turno 1";"PV";"Alfredo Sirkis PV"
"Tocantins";"Alfredo Sirkis PV";1624;"Presidente";1998;"Turno 1";"PV";"Alfredo Sirkis PV"
"Maranhão";"Alfredo Sirkis PV";11015;"Presidente";1998;"Turno 1";"PV";"Alfredo Sirkis PV"
"Piauí";"Alfredo Sirkis PV";4878;"Presidente";1998;"Turno 1";"PV";"Alfredo Sirkis PV"
"Ceará";"Alfredo Sirkis PV";8398;"Presidente";1998;"Turno 1";"PV";"Alfredo Sirkis PV"
"R. G. do Norte";"Alfredo Sirkis PV";5804;"Presidente";1998;"Turno 1";"PV";"Alfredo Sirkis PV"
"Paraíba";"Alfredo Sirkis PV";8411;"Presidente";1998;"Turno 1";"PV";"Alfredo Sirkis PV"
"Pernambuco";"Alfredo Sirkis PV";8337;"Presidente";1998;"Turno 1";"PV";"Alfredo Sirkis PV"
"Alagoas";"Alfredo Sirkis PV";1317;"Presidente";1998;"Turno 1";"PV";"Alfredo Sirkis PV"
"Sergipe";"Alfredo Sirkis PV";2721;"Presidente";1998;"Turno 1";"PV";"Alfredo Sirkis PV"
"Bahia";"Alfredo Sirkis PV";13988;"Presidente";1998;"Turno 1";"PV";"Alfredo Sirkis PV"
"Minas Gerais";"Alfredo Sirkis PV";28466;"Presidente";1998;"Turno 1";"PV";"Alfredo Sirkis PV"
"Espírito Santo";"Alfredo Sirkis PV";3470;"Presidente";1998;"Turno 1";"PV";"Alfredo Sirkis PV"
"Rio de Janeiro";"Alfredo Sirkis PV";15185;"Presidente";1998;"Turno 1";"PV";"Alfredo Sirkis PV"
"São Paulo";"Alfredo Sirkis PV";40949;"Presidente";1998;"Turno 1";"PV";"Alfredo Sirkis PV"
"Paraná";"Alfredo Sirkis PV";12694;"Presidente";1998;"Turno 1";"PV";"Alfredo Sirkis PV"
"Santa Catarina";"Alfredo Sirkis PV";8797;"Presidente";1998;"Turno 1";"PV";"Alfredo Sirkis PV"
"R. G. do Sul";"Alfredo Sirkis PV";11886;"Presidente";1998;"Turno 1";"PV";"Alfredo Sirkis PV"
"M. G. do Sul";"Alfredo Sirkis PV";2508;"Presidente";1998;"Turno 1";"PV";"Alfredo Sirkis PV"
"Mato Grosso";"Alfredo Sirkis PV";1924;"Presidente";1998;"Turno 1";"PV";"Alfredo Sirkis PV"
"Goiás";"Alfredo Sirkis PV";7456;"Presidente";1998;"Turno 1";"PV";"Alfredo Sirkis PV"
"Distrito Federal";"Alfredo Sirkis PV";1739;"Presidente";1998;"Turno 1";"PV";"Alfredo Sirkis PV"
"Rondônia";"José Maria deAlmeida PSTU";1232;"Presidente";1998;"Turno 1";"PSTU";"José Maria deAlmeida"
"Acre";"José Maria deAlmeida PSTU";655;"Presidente";1998;"Turno 1";"PSTU";"José Maria deAlmeida"
"Amazonas";"José Maria deAlmeida PSTU";2765;"Presidente";1998;"Turno 1";"PSTU";"José Maria deAlmeida"
"Roraima";"José Maria deAlmeida PSTU";75;"Presidente";1998;"Turno 1";"PSTU";"José Maria deAlmeida"
"Pará";"José Maria deAlmeida PSTU";8952;"Presidente";1998;"Turno 1";"PSTU";"José Maria deAlmeida"
"Amapá";"José Maria deAlmeida PSTU";445;"Presidente";1998;"Turno 1";"PSTU";"José Maria deAlmeida"
"Tocantins";"José Maria deAlmeida PSTU";1677;"Presidente";1998;"Turno 1";"PSTU";"José Maria deAlmeida"
"Maranhão";"José Maria deAlmeida PSTU";9534;"Presidente";1998;"Turno 1";"PSTU";"José Maria deAlmeida"
"Piauí";"José Maria deAlmeida PSTU";7336;"Presidente";1998;"Turno 1";"PSTU";"José Maria deAlmeida"
"Ceará";"José Maria deAlmeida PSTU";9136;"Presidente";1998;"Turno 1";"PSTU";"José Maria deAlmeida"
"R. G. do Norte";"José Maria deAlmeida PSTU";4553;"Presidente";1998;"Turno 1";"PSTU";"José Maria deAlmeida"
"Paraíba";"José Maria deAlmeida PSTU";10039;"Presidente";1998;"Turno 1";"PSTU";"José Maria deAlmeida"
"Pernambuco";"José Maria deAlmeida PSTU";13970;"Presidente";1998;"Turno 1";"PSTU";"José Maria deAlmeida"
"Alagoas";"José Maria deAlmeida PSTU";1385;"Presidente";1998;"Turno 1";"PSTU";"José Maria deAlmeida"
"Sergipe";"José Maria deAlmeida PSTU";3279;"Presidente";1998;"Turno 1";"PSTU";"José Maria deAlmeida"
"Bahia";"José Maria deAlmeida PSTU";15069;"Presidente";1998;"Turno 1";"PSTU";"José Maria deAlmeida"
"Minas Gerais";"José Maria deAlmeida PSTU";29689;"Presidente";1998;"Turno 1";"PSTU";"José Maria deAlmeida"
"Espírito Santo";"José Maria deAlmeida PSTU";2631;"Presidente";1998;"Turno 1";"PSTU";"José Maria deAlmeida"
"Rio de Janeiro";"José Maria deAlmeida PSTU";8319;"Presidente";1998;"Turno 1";"PSTU";"José Maria deAlmeida"
"São Paulo";"José Maria deAlmeida PSTU";35102;"Presidente";1998;"Turno 1";"PSTU";"José Maria deAlmeida"
"Paraná";"José Maria deAlmeida PSTU";10113;"Presidente";1998;"Turno 1";"PSTU";"José Maria deAlmeida"
"Santa Catarina";"José Maria deAlmeida PSTU";5253;"Presidente";1998;"Turno 1";"PSTU";"José Maria deAlmeida"
"R. G. do Sul";"José Maria deAlmeida PSTU";9454;"Presidente";1998;"Turno 1";"PSTU";"José Maria deAlmeida"
"M. G. do Sul";"José Maria deAlmeida PSTU";2207;"Presidente";1998;"Turno 1";"PSTU";"José Maria deAlmeida"
"Mato Grosso";"José Maria deAlmeida PSTU";2024;"Presidente";1998;"Turno 1";"PSTU";"José Maria deAlmeida"
"Goiás";"José Maria deAlmeida PSTU";6894;"Presidente";1998;"Turno 1";"PSTU";"José Maria deAlmeida"
"Distrito Federal";"José Maria deAlmeida PSTU";826;"Presidente";1998;"Turno 1";"PSTU";"José Maria deAlmeida"
"Rondônia";"João de Jesus PTdoB";1469;"Presidente";1998;"Turno 1";"PTdoB";"João de Jesus"
"Acre";"João de Jesus PTdoB";972;"Presidente";1998;"Turno 1";"PTdoB";"João de Jesus"
"Amazonas";"João de Jesus PTdoB";2161;"Presidente";1998;"Turno 1";"PTdoB";"João de Jesus"
"Roraima";"João de Jesus PTdoB";171;"Presidente";1998;"Turno 1";"PTdoB";"João de Jesus"
"Pará";"João de Jesus PTdoB";5723;"Presidente";1998;"Turno 1";"PTdoB";"João de Jesus"
"Amapá";"João de Jesus PTdoB";187;"Presidente";1998;"Turno 1";"PTdoB";"João de Jesus"
"Tocantins";"João de Jesus PTdoB";1938;"Presidente";1998;"Turno 1";"PTdoB";"João de Jesus"
"Maranhão";"João de Jesus PTdoB";8961;"Presidente";1998;"Turno 1";"PTdoB";"João de Jesus"
"Piauí";"João de Jesus PTdoB";8451;"Presidente";1998;"Turno 1";"PTdoB";"João de Jesus"
"Ceará";"João de Jesus PTdoB";6473;"Presidente";1998;"Turno 1";"PTdoB";"João de Jesus"
"R. G. do Norte";"João de Jesus PTdoB";3849;"Presidente";1998;"Turno 1";"PTdoB";"João de Jesus"
"Paraíba";"João de Jesus PTdoB";5363;"Presidente";1998;"Turno 1";"PTdoB";"João de Jesus"
"Pernambuco";"João de Jesus PTdoB";11779;"Presidente";1998;"Turno 1";"PTdoB";"João de Jesus"
"Alagoas";"João de Jesus PTdoB";1111;"Presidente";1998;"Turno 1";"PTdoB";"João de Jesus"
"Sergipe";"João de Jesus PTdoB";4296;"Presidente";1998;"Turno 1";"PTdoB";"João de Jesus"
"Bahia";"João de Jesus PTdoB";20293;"Presidente";1998;"Turno 1";"PTdoB";"João de Jesus"
"Minas Gerais";"João de Jesus PTdoB";25916;"Presidente";1998;"Turno 1";"PTdoB";"João de Jesus"
"Espírito Santo";"João de Jesus PTdoB";2969;"Presidente";1998;"Turno 1";"PTdoB";"João de Jesus"
"Rio de Janeiro";"João de Jesus PTdoB";14272;"Presidente";1998;"Turno 1";"PTdoB";"João de Jesus"
"São Paulo";"João de Jesus PTdoB";29141;"Presidente";1998;"Turno 1";"PTdoB";"João de Jesus"
"Paraná";"João de Jesus PTdoB";13350;"Presidente";1998;"Turno 1";"PTdoB";"João de Jesus"
"Santa Catarina";"João de Jesus PTdoB";8931;"Presidente";1998;"Turno 1";"PTdoB";"João de Jesus"
"R. G. do Sul";"João de Jesus PTdoB";10862;"Presidente";1998;"Turno 1";"PTdoB";"João de Jesus"
"M. G. do Sul";"João de Jesus PTdoB";2312;"Presidente";1998;"Turno 1";"PTdoB";"João de Jesus"
"Mato Grosso";"João de Jesus PTdoB";1957;"Presidente";1998;"Turno 1";"PTdoB";"João de Jesus"
"Goiás";"João de Jesus PTdoB";5468;"Presidente";1998;"Turno 1";"PTdoB";"João de Jesus"
"Distrito Federal";"João de Jesus PTdoB";455;"Presidente";1998;"Turno 1";"PTdoB";"João de Jesus"
"Rondônia";"José Maria Eymael PSDC";1069;"Presidente";1998;"Turno 1";"PSDC";"José Maria Eymael"
"Acre";"José Maria Eymael PSDC";508;"Presidente";1998;"Turno 1";"PSDC";"José Maria Eymael"
"Amazonas";"José Maria Eymael PSDC";2689;"Presidente";1998;"Turno 1";"PSDC";"José Maria Eymael"
"Roraima";"José Maria Eymael PSDC";26;"Presidente";1998;"Turno 1";"PSDC";"José Maria Eymael"
"Pará";"José Maria Eymael PSDC";5432;"Presidente";1998;"Turno 1";"PSDC";"José Maria Eymael"
"Amapá";"José Maria Eymael PSDC";60;"Presidente";1998;"Turno 1";"PSDC";"José Maria Eymael"
"Tocantins";"José Maria Eymael PSDC";1195;"Presidente";1998;"Turno 1";"PSDC";"José Maria Eymael"
"Maranhão";"José Maria Eymael PSDC";7030;"Presidente";1998;"Turno 1";"PSDC";"José Maria Eymael"
"Piauí";"José Maria Eymael PSDC";6346;"Presidente";1998;"Turno 1";"PSDC";"José Maria Eymael"
"Ceará";"José Maria Eymael PSDC";6160;"Presidente";1998;"Turno 1";"PSDC";"José Maria Eymael"
"R. G. do Norte";"José Maria Eymael PSDC";4945;"Presidente";1998;"Turno 1";"PSDC";"José Maria Eymael"
"Paraíba";"José Maria Eymael PSDC";4309;"Presidente";1998;"Turno 1";"PSDC";"José Maria Eymael"
"Pernambuco";"José Maria Eymael PSDC";13002;"Presidente";1998;"Turno 1";"PSDC";"José Maria Eymael"
"Alagoas";"José Maria Eymael PSDC";371;"Presidente";1998;"Turno 1";"PSDC";"José Maria Eymael"
"Sergipe";"José Maria Eymael PSDC";2205;"Presidente";1998;"Turno 1";"PSDC";"José Maria Eymael"
"Bahia";"José Maria Eymael PSDC";11305;"Presidente";1998;"Turno 1";"PSDC";"José Maria Eymael"
"Minas Gerais";"José Maria Eymael PSDC";19839;"Presidente";1998;"Turno 1";"PSDC";"José Maria Eymael"
"Espírito Santo";"José Maria Eymael PSDC";2505;"Presidente";1998;"Turno 1";"PSDC";"José Maria Eymael"
"Rio de Janeiro";"José Maria Eymael PSDC";8581;"Presidente";1998;"Turno 1";"PSDC";"José Maria Eymael"
"São Paulo";"José Maria Eymael PSDC";41457;"Presidente";1998;"Turno 1";"PSDC";"José Maria Eymael"
"Paraná";"José Maria Eymael PSDC";7275;"Presidente";1998;"Turno 1";"PSDC";"José Maria Eymael"
"Santa Catarina";"José Maria Eymael PSDC";4892;"Presidente";1998;"Turno 1";"PSDC";"José Maria Eymael"
"R. G. do Sul";"José Maria Eymael PSDC";12880;"Presidente";1998;"Turno 1";"PSDC";"José Maria Eymael"
"M. G. do Sul";"José Maria Eymael PSDC";1665;"Presidente";1998;"Turno 1";"PSDC";"José Maria Eymael"
"Mato Grosso";"José Maria Eymael PSDC";1591;"Presidente";1998;"Turno 1";"PSDC";"José Maria Eymael"
"Goiás";"José Maria Eymael PSDC";3569;"Presidente";1998;"Turno 1";"PSDC";"José Maria Eymael"
"Distrito Federal";"José Maria Eymael PSDC";908;"Presidente";1998;"Turno 1";"PSDC";"José Maria Eymael"
"Rondônia";"Theresa Ruiz PTN";1793;"Presidente";1998;"Turno 1";"PTN";"Theresa Ruiz"
"Acre";"Theresa Ruiz PTN";467;"Presidente";1998;"Turno 1";"PTN";"Theresa Ruiz"
"Amazonas";"Theresa Ruiz PTN";2726;"Presidente";1998;"Turno 1";"PTN";"Theresa Ruiz"
"Roraima";"Theresa Ruiz PTN";442;"Presidente";1998;"Turno 1";"PTN";"Theresa Ruiz"
"Pará";"Theresa Ruiz PTN";5387;"Presidente";1998;"Turno 1";"PTN";"Theresa Ruiz"
"Amapá";"Theresa Ruiz PTN";588;"Presidente";1998;"Turno 1";"PTN";"Theresa Ruiz"
"Tocantins";"Theresa Ruiz PTN";814;"Presidente";1998;"Turno 1";"PTN";"Theresa Ruiz"
"Maranhão";"Theresa Ruiz PTN";4221;"Presidente";1998;"Turno 1";"PTN";"Theresa Ruiz"
"Piauí";"Theresa Ruiz PTN";3960;"Presidente";1998;"Turno 1";"PTN";"Theresa Ruiz"
"Ceará";"Theresa Ruiz PTN";4113;"Presidente";1998;"Turno 1";"PTN";"Theresa Ruiz"
"R. G. do Norte";"Theresa Ruiz PTN";3146;"Presidente";1998;"Turno 1";"PTN";"Theresa Ruiz"
"Paraíba";"Theresa Ruiz PTN";2885;"Presidente";1998;"Turno 1";"PTN";"Theresa Ruiz"
"Pernambuco";"Theresa Ruiz PTN";7035;"Presidente";1998;"Turno 1";"PTN";"Theresa Ruiz"
"Alagoas";"Theresa Ruiz PTN";915;"Presidente";1998;"Turno 1";"PTN";"Theresa Ruiz"
